w-100 href,h6 href,h6,mb-0,Website
,https://www.hotfrog.com.my/company/1100244975050752,Pahang Air Conditioning Refrigeration Workshop,,None
+603-76651018,https://www.hotfrog.com.my/company/1100239165132800,Marley Cooling Tower Asia Pacific Sdn Bhd,,None
+603-20313369,https://www.hotfrog.com.my/company/1100238992773120,Micro Communication System Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238830104576,Seen Mar Refrigeration & Air Conditioning (Kel) Sdn Bhd,,None
+603-80623063,https://www.hotfrog.com.my/company/1100238534086656,Sky Wings Machinery Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241376587776,Grand Wall Air Cond & Electrical Service,,None
+603-56322263,https://www.hotfrog.com.my/company/1100241402298368,Good-Flow Enterprise,,None
+603-40423388,https://www.hotfrog.com.my/company/1100240842477568,Indah Jaya Communications,,None
+603-92210411,https://www.hotfrog.com.my/company/1100245023215616,Overseas Motors Corporation (M) Sdn Bhd,,None
+603-89431576,https://www.hotfrog.com.my/company/1100241975410688,Ebs Patrone (M) Sdn Bhd,,None
+603-56327788,https://www.hotfrog.com.my/company/1100244226707456,Reztafa Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243651702784,Aiwa Electronics Malaysia Sdn Bhd,,None
+603-89257490,https://www.hotfrog.com.my/company/1100245054885888,Onkyo (M) Sdn Bhd,,None
+603-77813986,https://www.hotfrog.com.my/company/1100237102436352,Wong Brothers Spraying Workshop,,None
+603-61377287,https://www.hotfrog.com.my/company/1100238804439040,Selayang Cool Room & Air Cond Engineering,,None
,https://www.hotfrog.com.my/company/1100233742192640,Trifactor,"Trifactor Sdn Bhd is a leading used equipment dealer in Kuala Lumpur, Malaysia. Our quality used equipment is imported from Japan...",None
,https://www.hotfrog.com.my/company/1100238616793088,Sin Huat Air-Conditioning Refrigeration Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100245448929280,Agrochemical Pembekalan (Sarawak) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240320397312,Kehawadin Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237780996096,Taraf Air-Cond & Electrical Service,,None
,https://www.hotfrog.com.my/company/1100241886388224,Eng Hoe Welding Co,,None
+603-61866535,https://www.hotfrog.com.my/company/1100237138731008,Whl Machinery Marketing,,None
,https://www.hotfrog.com.my/company/1100238096429056,Syarikat Pan Asia Air-Condition Engineering,,None
,https://www.hotfrog.com.my/company/1100237543755776,Tong Lee Electrical Svc Centre,,None
+603-62525189,https://www.hotfrog.com.my/company/1100240321449984,Kee Yap Electrical & Air-Cond Trading,,None
,https://www.hotfrog.com.my/company/1100243675525120,Aik Seng Heng Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243652878336,Airtac Enterprise (Johor) Sdn Bhd,,None
+603-21611113,https://www.hotfrog.com.my/company/1100243857608704,Abjad Communications Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240153591808,Kim Sun Earthwork & Construction,,None
+603-92850337,https://www.hotfrog.com.my/company/1100243620888576,Alequip Sdn Bhd,,None
+603-78472675,https://www.hotfrog.com.my/company/1100243612237824,Allianz Golfcar Manufacturing Sdn Bhd,,None
+603-79840405,https://www.hotfrog.com.my/company/1100242869243904,Cekap Air-Conditioning & Electrical,,None
,https://www.hotfrog.com.my/company/1100239538438144,Lian Hup Welding Engineering Works,,None
+603-61571688,https://www.hotfrog.com.my/company/1100237196619776,Watermech Engineering Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243034804224,Bright Orient Enterprise Sdn Bhd,,None
+603-91316988,https://www.hotfrog.com.my/company/1100237668573184,Tetrix Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243062837248,Boon Electronic Trading & Boon Air-Cond Service,,None
,https://www.hotfrog.com.my/company/1100244449992704,Pumpline Engineering Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241443475456,Global Shuttle I. T.,,None
+603-79576388,https://www.hotfrog.com.my/company/1100237714604032,Telex-Data Marketing Sdn Bhd,,None
+6012-2275330,https://www.hotfrog.com.my/company/1100232216809472,HARRIS ELECTRICAL ENTERPISE,"ELECTRICAL SERVICE ,MOTOR REWINDING,AUTO GATE AC/DC ,BLANDER/RICE COOKER ,KIPAS ANGIN ,MESIN SENAMAN ,MESIN BASUH PAKAR DLM...",None
,https://www.hotfrog.com.my/company/1100244485799936,Pro-Garage Sdn Bhd,No business description....,None
+6016-6366069,https://www.hotfrog.com.my/company/1100232209395712,RGTENRESOURCES,"sales ,rent, buyback* scaffolding *jack base*main frame*u head*joint pin*cross*brace*...",None
,https://www.hotfrog.com.my/company/1100244140466176,S. C. Low Electrical Engineering Sdn Bhd,,None
+6012-5890266,https://www.hotfrog.com.my/company/1100233840947200,Perniagaan Logam Sri Wanis,,None
+6017-2931467,https://www.hotfrog.com.my/company/1100233816911872,proniaga4u,"MENJUAL DAN MEMBELI PERABUT & PERALATAN RUMAH SAMADA YG BARU ATAU TERPAKAI,MAKANAN & CATERING,KOMPUTER &...",None
,https://www.hotfrog.com.my/company/1100234021048320,BIG EARTH SCAFFOLDING ENTERPRISE,"Big Earth Scaffolding Enterprise are located in Johor Bahru at Taman Ungku Tun Aminah.We specialise on rental,selling scaffolding...",None
,https://www.hotfrog.com.my/company/1100233911263232,Fiproways Teknik,"Electrical, Electronics and maintenance. ...",None
,https://www.hotfrog.com.my/company/1100232575537152,Hua-Wei Machine Taiwan,"Hua-Wei Machine Co., Ltd . was established in 1973 in Taiwan, specializing in designing and manufacturing recycling related...",None
,https://www.hotfrog.com.my/company/1100234379800576,BUMISAUJANA ENTERPRISE,"Dental Supplies , Dental equipment , Dental Disposable Item, Dental Lab, Dental services....",None
,https://www.hotfrog.com.my/company/1100234120425472,Chi Zhing Resources,We provide stationery resources....,None
+603-61579889,https://www.hotfrog.com.my/company/1100234943037440,BAOSAFE SDN BHD,PERSONAL PROTECTIVE EQUIPMENT (PPE)Our serving items as below:-Head Protection - Industries Safety Helmet.Hearing Protection -...,None
+6012-9066575,https://www.hotfrog.com.my/company/1100232172740608,JC AIR COND & ELECTRICAL SERVICE,"10 YEARS SERVICES EXPERIENCE. WE ARE SERVICE ON AIR-COND,WIRING, REGRIGERATOR, AND ALL KIND OF RELATED HOME ELECTRICAL SERVICE....",None
,https://www.hotfrog.com.my/company/1100234150006784,GOLDEN CITY SCAFFOLDING,"Providing Peninsular Malaysia top contracting companies in the building industry with superior scaffolding, shoring, forming and...",None
+6010-4679007,https://www.hotfrog.com.my/company/1100234322268160,vtech safety engineering,,None
,https://www.hotfrog.com.my/company/1100235759779840,IMA GAS,Advantages of our services:Fast deliveryTrained and uniformed staffSafety checking servicesGovernment approved and high quality...,None
+603-56346281,https://www.hotfrog.com.my/company/1100245142294528,Nordson (M) Sdn Bhd (Nordson (Malaysia) Sdn Bhd),,None
+6016-9343723,https://www.hotfrog.com.my/company/1100234224476160,Innovation Wood Products,Have any idea of wooden home accessories to fit into a corner or space or have any of wooden products to do but can't find anyone...,None
+6010-2859747,https://www.hotfrog.com.my/company/1100233879621632,Daiken Musical (m) Sdn Bhd,we deliver to your door step good quality...,None
+603-87242918,https://www.hotfrog.com.my/company/1100244799967232,Permakmal Industries,,None
,https://www.hotfrog.com.my/company/1100238228283392,Syarikat Bowlrama Sdn Bhd(Bolarama Sdn Bhd Sykt),,None
,https://www.hotfrog.com.my/company/1100245440851968,An Da Hardware Sdn Bhd,,None
+603-55119603,https://www.hotfrog.com.my/company/1100234483019776,Datar Ceria Enterprise,"We are more than 13 years experiance, The company was incorporated in April 2000 and the operation was begun on May 2002. With the...",None
,https://www.hotfrog.com.my/company/1100238199013376,Syarikat Galaxy,,None
,https://www.hotfrog.com.my/company/1100238072205312,Syarikat Perniagaan Billiard Bp,,None
,https://www.hotfrog.com.my/company/1100238236995584,Syarikat Aik Huat,,None
,https://www.hotfrog.com.my/company/1100237013598208,Yee Ka Enterprise,,None
,https://www.hotfrog.com.my/company/1100234258997248,Techshop,,None
,https://www.hotfrog.com.my/company/1100238646067200,Silver Joy Ind. Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238644801536,Sim An Pa,,None
,https://www.hotfrog.com.my/company/1100240119717888,Kjrut Cegahapi,,None
+603-62754035,https://www.hotfrog.com.my/company/1100240016658432,Koken Engineering (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239931961344,Kuos Wood Industrial Sdn Bhd,,None
+603-91321611,https://www.hotfrog.com.my/company/1100240023937024,Koay Eng Hock,,None
,https://www.hotfrog.com.my/company/1100239051358208,Mei Yan Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240839282688,Indust Adhesives Nitta Inc Sdn Bhd,,None
+603-78041878,https://www.hotfrog.com.my/company/1100240783462400,Intergrafica Print & Pack (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241468846080,Gian Shing Kilang Batubata Sdn Bhd,,None
+603-77810458,https://www.hotfrog.com.my/company/1100242120155136,Deta Enterprise,,None
,https://www.hotfrog.com.my/company/1100234259533824,Pernec Advanced Network Sdn. Berhad,,None
,https://www.hotfrog.com.my/company/1100241380261888,Grafi Image Sdn Bhd,,None
+603-92213494,https://www.hotfrog.com.my/company/1100236926402560,Yun Kow Wooden Pattem Maker,,None
,https://www.hotfrog.com.my/company/1100236955041792,Yong Yin Trading Co,,None
+603-56363270,https://www.hotfrog.com.my/company/1100243210219520,Bbr Construction System (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100234291818496,Moto,,None
+603-80617586,https://www.hotfrog.com.my/company/1100236874190848,Zison Enterprise,,None
,https://www.hotfrog.com.my/company/1100242216603648,D\'Nonce (M) Sdn Bhd,,None
+603-33420601,https://www.hotfrog.com.my/company/1100242534961152,Chia Hong Kiat,,None
,https://www.hotfrog.com.my/company/1100234259652608,National Instruments,,None
,https://www.hotfrog.com.my/company/1100242917785600,Canwel Trading Co,,None
,https://www.hotfrog.com.my/company/1100242401394688,Chui Kai Pong,,None
,https://www.hotfrog.com.my/company/1100234259136512,Ya Horng Electronic (m),,None
,https://www.hotfrog.com.my/company/1100237749985280,Techbond (Sabah) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237721235456,Teh Teik Ooi,,None
,https://www.hotfrog.com.my/company/1100237395542016,Unikimia Saintifik,,None
,https://www.hotfrog.com.my/company/1100237583810560,Tian Mar Printing Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243588399104,Alpha Metals (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238074249216,Syarikat Permy Trading,,None
,https://www.hotfrog.com.my/company/1100238205136896,Syarikat Deksen Trading Sdn Bhd(Sykt Deksen Trdg Sdn Bhd),,None
,https://www.hotfrog.com.my/company/1100238103314432,Syarikat Maslina Pembekalan,,None
,https://www.hotfrog.com.my/company/1100238120501248,Syarikat Penang Raya Engineering,,None
+603-79817007,https://www.hotfrog.com.my/company/1100237076004864,Woodhurb (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100244542099456,Potential Ray (M) Sdn Bhd,,None
+603-79802100,https://www.hotfrog.com.my/company/1100238074101760,Syarikat Perniagaan & Kejuruteraan Jaya,,None
,https://www.hotfrog.com.my/company/1100238022987776,Syarikat Perushaan Heng Hai,,None
+603-79802100,https://www.hotfrog.com.my/company/1100238074085376,Syarikat Perniagaan & Kejuruteraan Jaya (Perniagaan & Kejuru,,None
+603-78768812,https://www.hotfrog.com.my/company/1100237968637952,Syarikat Verton Trading,,None
,https://www.hotfrog.com.my/company/1100238128369664,Syarikat Lean Giap,,None
,https://www.hotfrog.com.my/company/1100238669950976,Shyn Tech Enterprise,,None
,https://www.hotfrog.com.my/company/1100238021263360,Syarikat Public Enterprises,,None
+603-55695393,https://www.hotfrog.com.my/company/1100237839282176,Takin Engineering Hardware Sdn Bhd,,None
+603-79802100,https://www.hotfrog.com.my/company/1100238074060800,Syarikat Perniagaan & Kejuruteraan Jaya(Perniagaan & Kejurut,,None
+603-55191801,https://www.hotfrog.com.my/company/1100239246741504,Malayan Adhesives & Chem Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238520700928,Solid Bond Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237862268928,Tai Seng Engrg Works Sdn Bhd,,None
+603-21643788,https://www.hotfrog.com.my/company/1100239185309696,Marconi Italiana Asia Pacific (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240586620928,John Richard Woodworth,,None
,https://www.hotfrog.com.my/company/1100239623671808,Lee Fung Engrg Trdg Co,,None
,https://www.hotfrog.com.my/company/1100238703685632,Shanghai Machine Wood Works Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239013629952,Meyear Electronic Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240779628544,Interstate Enterprise Sdn Bhd,,None
+603-62745839,https://www.hotfrog.com.my/company/1100238987685888,Milia Trading(Tng Supplies Sdn Bhd),,None
,https://www.hotfrog.com.my/company/1100240776126464,Invendo Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240528891904,Juta Engineering Trading Co,,None
+603-55126455,https://www.hotfrog.com.my/company/1100241164541952,Hexfil Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240934924288,Hup Hong,,None
,https://www.hotfrog.com.my/company/1100238695718912,Shen Seng Timber Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240816893952,Ing Sing Hong Trading Co Sdn Bhd,,None
+603-78762522,https://www.hotfrog.com.my/company/1100240449232896,Kan Yew Cheong,,None
+603-56332960,https://www.hotfrog.com.my/company/1100240285802496,Kenanga Antara Sdn Bhd,,None
+603-78756081,https://www.hotfrog.com.my/company/1100238551068672,Skt Chemibond Enterprise(Syarikat Chemibond Enterprise),,None
,https://www.hotfrog.com.my/company/1100239879544832,Lai Kam,,None
,https://www.hotfrog.com.my/company/1100241160417280,Hiap Heng Perniagaan Papan,,None
+603-77280633,https://www.hotfrog.com.my/company/1100240428101632,Karaoke B M B Systems Sdn Bhd,,None
+603-62745839,https://www.hotfrog.com.my/company/1100238987722752,Milia Trading (Tng Supplies Sdn Bhd),,None
,https://www.hotfrog.com.my/company/1100239623688192,Lee Fung Engineering Trading Co,,None
,https://www.hotfrog.com.my/company/1100240556457984,Juan Lounc Industries (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240319123456,Kejuruteraan Cegahapi,,None
,https://www.hotfrog.com.my/company/1100239268773888,Mak Boh See @ Mak Yin Fei,,None
,https://www.hotfrog.com.my/company/1100240473325568,Kak Trading,,None
+603-80768608,https://www.hotfrog.com.my/company/1100241911652352,Emerson Electric (M) Sdn Bhd(Branson Ultrasonics),,None
+603-61561694,https://www.hotfrog.com.my/company/1100240397881344,Kebangsaan Modular Sdn Bhd,,None
+603-56337055,https://www.hotfrog.com.my/company/1100243095359488,Bio-Focus Sdn Bhd,,None
+603-56334236,https://www.hotfrog.com.my/company/1100241125765120,Hisco (M) Sdn Bhd (Hisco (Malaysia) Sdn Bhd),,None
+603-90581317,https://www.hotfrog.com.my/company/1100241666351104,Flowlab Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240588533760,Johan Co,,None
,https://www.hotfrog.com.my/company/1100241181773824,Hex-Tech Industries Sdn Bhd,,None
+603-56334236,https://www.hotfrog.com.my/company/1100241125748736,Hisco (M) Sdn Bhd(Hisco (Malaysia) Sdn Bhd),,None
,https://www.hotfrog.com.my/company/1100242395578368,Cincinnati Machines Sdn Bhd(Leong Bee & Soo Bee Sdn Bhd),,None
,https://www.hotfrog.com.my/company/1100242086580224,Dinol Trading Co,,None
,https://www.hotfrog.com.my/company/1100242185056256,Dashing Sdn Bhd (Bl),,None
+603-21623881,https://www.hotfrog.com.my/company/1100241934028800,Elite Solutions Warehousing Sdn Bhd,,None
+603-92864313,https://www.hotfrog.com.my/company/1100241552265216,G.N. Drill-Tech Trading Sdn Bhd,,None
+603-79555566,https://www.hotfrog.com.my/company/1100242955407360,C Melchers Gmbh & Company,,None
+603-61889999,https://www.hotfrog.com.my/company/1100242395598848,Cincinnati Machines Sdn Bhd (Leong Bee & Soo Bee Sdn Bhd),,None
,https://www.hotfrog.com.my/company/1100242179489792,David Lai Enterprises Co,,None
+603-80613198,https://www.hotfrog.com.my/company/1100241099022336,Ho Wing Yew,,None
+603-55190893,https://www.hotfrog.com.my/company/1100242270081024,Crocodile Product Enterprise,,None
+603-77847220,https://www.hotfrog.com.my/company/1100242563698688,Chen Hin Keong,,None
,https://www.hotfrog.com.my/company/1100241523716096,Gartt Trading Co,,None
,https://www.hotfrog.com.my/company/1100240756432896,Ipsan Sdn Bhd,,None
+603-21645900,https://www.hotfrog.com.my/company/1100242157780992,Dcn International,,None
,https://www.hotfrog.com.my/company/1100242919739392,Candid Enterprise Sdn Bhd,,None
+603-89436250,https://www.hotfrog.com.my/company/1100244833611776,Peow Enterprise,,None
+603-92852421,https://www.hotfrog.com.my/company/1100244623634432,Phoon Heen Ming Trading,,None
,https://www.hotfrog.com.my/company/1100244038529024,Sanmatech Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243998281728,Acme Adhesive Industries,,None
+603-77843918,https://www.hotfrog.com.my/company/1100243509161984,Ansari Agency,,None
,https://www.hotfrog.com.my/company/1100244807622656,Perdasia Management Svcs,,None
,https://www.hotfrog.com.my/company/1100244654153728,Peter Hair & Acedemy (Unisex),,None
,https://www.hotfrog.com.my/company/1100243415597056,Asia Lab (M) Sdn Bhd,,None
+603-22828746,https://www.hotfrog.com.my/company/1100244390768640,Qmatic (M) Sdn Bhd,"Kösystem: turnummersystem, könummersystem och garderobssystem för effektivare processer, ökad lönsamhet och bättre...",None
,https://www.hotfrog.com.my/company/1100243998310400,Acme Adhasive Industries,,None
+603-77816052,https://www.hotfrog.com.my/company/1100244676153344,Perusahaan Gec Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243009982464,Btm Transfer Techbology (M) Sdn Bhd,,None
+603-80612893,https://www.hotfrog.com.my/company/1100243268845568,Bakat Industri Sdn Bhd,,None
+603-56334988,https://www.hotfrog.com.my/company/1100243614814208,All Eights (M) Sdn Bhd,,None
+603-56317749,https://www.hotfrog.com.my/company/1100244780474368,Perniagaan Ariff,,None
,https://www.hotfrog.com.my/company/1100244314841088,Ravi Annavesam,,None
,https://www.hotfrog.com.my/company/1100238205153280,Syarikat Deksen Trading Sdn Bhd (Sykt Deksen Trdg Sdn Bhd),,None
+6019-7324333,https://www.hotfrog.com.my/company/1100232023060480,SILVER MARINE & ENTERPRISE,boat rental sea transportation safety equipment provision boat launch hostel services...,None
+603-56346281,https://www.hotfrog.com.my/company/1100245142274048,Nordson (M) Sdn Bhd(Nordson (Malaysia) Sdn Bhd),,None
+603-61855650,https://www.hotfrog.com.my/company/1100245170970624,Nippon Sinju Kikai Supply,,None
,https://www.hotfrog.com.my/company/1100240290086912,Kelvin Electronic Agencies,,None
,https://www.hotfrog.com.my/company/1100244885979136,Pekema Sarawak,,None
,https://www.hotfrog.com.my/company/1100236987850752,Yew Wong Air-Cond Electrical Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240925392896,Hwa Fong Trading,,None
+603-56330408,https://www.hotfrog.com.my/company/1100239456608256,Lintrachem Enterprise Sdn Bhd,,None
+603-90758600,https://www.hotfrog.com.my/company/1100239504519168,Lim Electrical Engineering,,None
,https://www.hotfrog.com.my/company/1100240423841792,Kasui Techno Sdn Bhd,,None
+603-91310474,https://www.hotfrog.com.my/company/1100239934885888,Kumpulan L & K Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241702436864,Fibrecom Sdn Bhd,,None
+603-42959452,https://www.hotfrog.com.my/company/1100242510577664,Chin Hing Engineering Works,,None
,https://www.hotfrog.com.my/company/1100243128414208,Best Marine And Construction (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241586257920,Fu Refrigeration & Air Cond Services,,None
,https://www.hotfrog.com.my/company/1100243220258816,Bann Edar Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237457215488,Tuan Hoe Electrical Enterprise,,None
,https://www.hotfrog.com.my/company/1100237042614272,Yamaha Electronics Manufacturing (M) Sdn Bhd,,None
+603-60282828,https://www.hotfrog.com.my/company/1100237366079488,United Ms Cables Manufacturing Sdn Bhd,,None
+603-87342696,https://www.hotfrog.com.my/company/1100237554966528,Tkh Construction Sdn Bhd,,None
+603-42803600,https://www.hotfrog.com.my/company/1100240398045184,Keb Ventures Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100244501831680,Pro-Fil Industrial Resources,,None
+603-42959166,https://www.hotfrog.com.my/company/1100238463836160,Southern Pottery (M) Sdn Bhd,,None
+603-40422666,https://www.hotfrog.com.my/company/1100241324847104,Gvc Trading (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241125105664,Hitachi Cable (Johor) Sdn Bhd,,None
+603-91717052,https://www.hotfrog.com.my/company/1100240556765184,Juan Kee Trading Company,,None
,https://www.hotfrog.com.my/company/1100241012072448,Hota Pendingin Kereta,,None
+603-61893169,https://www.hotfrog.com.my/company/1100241638785024,Fook Seng Tractors Earthworks,,None
+603-78065748,https://www.hotfrog.com.my/company/1100242248380416,Csc Cable Sdn Bhd,,None
+603-56334949,https://www.hotfrog.com.my/company/1100238932795392,Mognas Communication Sdn Bhd,,None
+603-77841306,https://www.hotfrog.com.my/company/1100239824056320,Lee & Lee Engineering Works,,None
,https://www.hotfrog.com.my/company/1100245439504384,Best Engineering Service & Trading,,None
,https://www.hotfrog.com.my/company/1100243319316480,Azilah Entreprise,,None
+603-92876893,https://www.hotfrog.com.my/company/1100241525669888,Gaoping Enterprise Sdn Bhd,,None
+603-92828290,https://www.hotfrog.com.my/company/1100242147667968,Delta Gemilang Sdn Bhd,,None
+603-33430485,https://www.hotfrog.com.my/company/1100241438715904,Gm Corporation Sdn Bhd,,None
+603-51229888,https://www.hotfrog.com.my/company/1100241673891840,Fisher Cw Medical (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100244449959936,Pumps City Sdn Bhd,,None
+603-79561795,https://www.hotfrog.com.my/company/1100240177840128,Kim Electric Company,,None
+603-77831920,https://www.hotfrog.com.my/company/1100243382177792,Asw Tech-I Sdn Bhd,,None
+603-91304235,https://www.hotfrog.com.my/company/1100240267468800,Keng Soon Refrigeration Company,,None
+603-89482644,https://www.hotfrog.com.my/company/1100237718556672,Teknik Datasaab Sdn Bhd,,None
+603-31765034,https://www.hotfrog.com.my/company/1100237754949632,Tc Electronic Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237719519232,Tek Hin Air Cond & Electrical Parts Supply Sdn Bhd,,None
+603-92219811,https://www.hotfrog.com.my/company/1100244200300544,Rna Engineering & Trading Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243358203904,Audio-Visual Line (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242890158080,Casion Electronic Sdn Bhd,,None
+603-89484510,https://www.hotfrog.com.my/company/1100243010121728,Bte Electrical (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242149048320,Delmatic Shipping Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240097325056,Klie Rentals (Penang) Sdn Bhd,,None
+603-92223836,https://www.hotfrog.com.my/company/1100237274337280,Vision Machinery Trading,,None
,https://www.hotfrog.com.my/company/1100237423316992,Uep (Johor) Sdn Bhd,,None
+603-42513995,https://www.hotfrog.com.my/company/1100237490536448,Trans-Techno Enterprise,,None
+603-41498010,https://www.hotfrog.com.my/company/1100244651565056,Pfm Engineering Sdn Bhd,,None
+603-61881011,https://www.hotfrog.com.my/company/1100240427941888,Karchem Industrial Sdn Bhd,,None
+603-79828081,https://www.hotfrog.com.my/company/1100236510666752,Proactive M&E Engineering Sdn Bhd,"Established in 1994 to cater for the specialized needs of watering in the landscaping industry, we have successfully completed...",None
+6013-5100500,https://www.hotfrog.com.my/company/1100236423966720,Nadimedic,we provide disposeable lab product especially Slide/ Block Cabinet for histology purpose and plastic product in the Hospital...,None
,https://www.hotfrog.com.my/company/1100240263270400,Keongtrade,,None
+6019-4455150,https://www.hotfrog.com.my/company/1100244857925632,Pen Max Enterprise,,None
,https://www.hotfrog.com.my/company/1100245215969280,Ng Woh Electrical Service,,None
+603-91319933,https://www.hotfrog.com.my/company/1100238520905728,Sole Engineering Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237303267328,Vico Air Cond Services,,None
+603-80756957,https://www.hotfrog.com.my/company/1100237245018112,Wah Hooi Motor,,None
+603-77282520,https://www.hotfrog.com.my/company/1100240013103104,Kong Chuen Refrigeration Engineering Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240649637888,Jaya Air-Cond & Refrigeration Works,,None
+603-92003393,https://www.hotfrog.com.my/company/1100242246045696,Ctapps Technology Sdn Bhd,,None
+603-31813251,https://www.hotfrog.com.my/company/1100243220025344,Banting Communications,,None
,https://www.hotfrog.com.my/company/1100239393996800,Lucky Air-Con Electric Service,,None
,https://www.hotfrog.com.my/company/1100237964443648,Syarikat Yew Wong Air Conditioning Engineering,,None
,https://www.hotfrog.com.my/company/1100237606424576,Thomson Audio Kulim Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238044512256,Syarikat Perniagaan Sinta Emas,,None
,https://www.hotfrog.com.my/company/1100238378713088,Sterling Fluid (M) Sdn Bhd,,None
+603-90577889,https://www.hotfrog.com.my/company/1100239019008000,Method Phone Services,,None
,https://www.hotfrog.com.my/company/1100239541129216,Lian Hin Brothers (Kluang) Sdn Bhd,,None
+603-61876168,https://www.hotfrog.com.my/company/1100240806395904,Insulated Panels Sdn Bhd,,None
+603-26911964,https://www.hotfrog.com.my/company/1100240091840512,Klinik Halim & Surgeri,,None
,https://www.hotfrog.com.my/company/1100242210312192,Daitobest Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241946296320,Eighty Eight Electrical Centre,,None
+603-42703672,https://www.hotfrog.com.my/company/1100242239639552,Cynt Solutions (M) Sdn Bhd,,None
+603-79549098,https://www.hotfrog.com.my/company/1100242500435968,Chipsaway (M) Sdn Bhd,,None
+603-80246920,https://www.hotfrog.com.my/company/1100242331308032,Communication Technology Sdn Bhd,,None
+603-92225695,https://www.hotfrog.com.my/company/1100242641301504,Chak Hoong Engineering Works,,None
+603-80242122,https://www.hotfrog.com.my/company/1100242276335616,Country Pool Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241789595648,F A Technology Sdn Bhd,,None
+603-80248213,https://www.hotfrog.com.my/company/1100244450037760,Pumpfield Corporation Sdn Bhd,,None
+603-62748402,https://www.hotfrog.com.my/company/1100244965900288,Pan Tech Engineering & Trading,,None
,https://www.hotfrog.com.my/company/1100244203544576,Rira Bina Sdn Bhd,,None
+603-92851671,https://www.hotfrog.com.my/company/1100244623912960,Phone Master Telecommunication Enterprise,,None
+603-21663155,https://www.hotfrog.com.my/company/1100242953605120,C-Tel Malaysia Sdn Bhd,,None
+603-51923232,https://www.hotfrog.com.my/company/1100242565869568,Chemitreat (M) Sdn Bhd,,None
+603-92847170,https://www.hotfrog.com.my/company/1100238374010880,Straits Scientific (M) Sdn Bhd,,None
+603-62732328,https://www.hotfrog.com.my/company/1100244112609280,Saccon Engineering & Trading,,None
+603-62745439,https://www.hotfrog.com.my/company/1100245049085952,Orchid Dynamics Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240907223040,Hwee Seng (Air-Con) Service Centre,,None
+603-56334771,https://www.hotfrog.com.my/company/1100240698617856,Jaco-Tech (M) Sdn Bhd,,None
+603-32903468,https://www.hotfrog.com.my/company/1100244801150976,Perkhidmatan Wira Fuel-Pam Sdn Bhd,,None
